idx,key,uid,title,year,url,tracklist
223,"('Eric Reed', 'Reflections of a Grateful Heart')",22713473,Reflections Of A Grateful Heart,2013,https://www.discogs.com/release/22713473-Eric-Reed-Reflections-Of-A-Grateful-Heart,"[<Track '1' 'I Love The Lord'>, <Track '2' ""In Case You've Forgotten"">, <Track '3' 'Changed'>, <Track '4' 'Psalm 8'>, <Track '5' ""'Tis So Sweet"">, <Track '6' 'Hymn'>, <Track '7' 'New Morning'>, <Track '8' 'This Day'>, <Track '9' 'God Cares'>, <Track '10' 'Prayer'>, <Track '11' 'Spiritual'>, <Track '12' 'I Love You Lord Today / We Praise You Lord'>]"
224,"('Don Grusin', 'Out of Thin Air')",2377210,Out Of Thin Air,2020,https://www.discogs.com/master/2377210-Don-Grusin-Out-Of-Thin-Air,"[<Track '' 'SACD'>, <Track '1-01' 'Classical September 18, 2019'>, <Track '1-02' 'Caréncia'>, <Track '1-03' 'Hermano Hilado'>, <Track '1-04' 'The Last Train'>, <Track '1-05' '2-Minute Study In E'>, <Track '1-06' 'Willow Dance'>, <Track '1-07' 'When We Last Spoke'>, <Track '1-08' 'Grusin Likes Gershwin'>, <Track '1-09' 'Self-Quarantine'>, <Track '1-10' 'Jam Suite #1 - Keyroes'>, <Track '1-11' 'Jam Suite #2 - Colorado Peach Jam'>, <Track '1-12' 'So Nan Desu'>, <Track '' 'DVD'>, <Track '2-01' 'Classical September 18, 2019'>, <Track '2-02' 'Caréncia'>, <Track '2-03' 'Hermano Hilado'>, <Track '2-04' 'The Last Train'>, <Track '2-05' '2-Minute Study In E'>, <Track '2-06' 'Willow Dance'>, <Track '2-07' 'When We Last Spoke'>, <Track '2-08' 'Grusin Likes Gershwin'>, <Track '2-09' 'Self-Quarantine'>, <Track '2-10' 'Jam Suite #1 - Keyroes'>, <Track '2-11' 'Jam Suite #2 - Colorado Peach Jam'>, <Track '2-12' 'So Nan Desu'>]"
225,"('Art Tatum', 'The Art Tatum Solo Masterpieces, Vol. 6')",11838104,"The Art Tatum Solo Masterpieces, Volume Six",1992,https://www.discogs.com/release/11838104-Art-Tatum-The-Art-Tatum-Solo-Masterpieces-Volume-Six,"[<Track '1' ""I've Got A Crush On You"">, <Track '2' ""There's A Small Hotel"">, <Track '3' 'Night And Day'>, <Track '4' 'The Way You Look Tonight'>, <Track '5' 'Cherokee'>, <Track '6' ""I'm Comin' Virginia"">, <Track '7' ""Do Nothing 'Till You Hear From Me"">, <Track '8' ""You're Blasé"">, <Track '9' ""Ain't Misbehavin'"">, <Track '10' 'Boulevard Of Broken Dreams'>, <Track '11' 'Someone To Watch Over Me'>, <Track '12' 'Danny Boy'>, <Track '13' 'Happy Feet'>, <Track '14' 'Over The Rainbow'>, <Track '15' ""Just Like A Butterfly That's Caught In The Rain"">]"
226,"('Clare Fischer', 'Just Me')",1093670,Just Me - Solo Piano Excursions,1995,https://www.discogs.com/release/1093670-Clare-Fischer-Just-Me-Solo-Piano-Excursions,"[<Track '1' 'Autumn Leaves'>, <Track '2' 'Pra Baden'>, <Track '3' ""'Round Midnight"">, <Track '4' ""I'm Getting Sentimental Over You"">, <Track '5' ""I'd Do Anything For You"">, <Track '6' ""Liebesleid (Love's Sorrow)"">, <Track '7' ""After You've Gone"">, <Track '8' 'Guajira'>, <Track '9' 'Ill Wind'>, <Track '10' 'Pensativa'>, <Track '11' 'Topsy'>]"
227,"('Joanne Brackeen', 'Mythical Magic')",502895,Mythical Magic,1979,https://www.discogs.com/master/502895-Joanne-Brackeen-Mythical-Magic,"[<Track 'A1' 'Foreign Ray'>, <Track 'A2' 'Mythical Magic'>, <Track 'A3' 'Hobbits'>, <Track 'A4' 'Told You So'>, <Track 'B1' ""Phantom's Forum"">, <Track 'B2' 'Transition'>, <Track 'B3' 'Of Gnomes In Dances'>, <Track 'B4' 'Now Or Never'>, <Track 'B5' 'Minuend'>]"
228,"('Jaki Byard', 'The Maybeck Recital Series, Vol. 17')",1512221,"Live At Maybeck Recital Hall, Volume Seventeen",1992,https://www.discogs.com/master/1512221-Jaki-Byard-Live-At-Maybeck-Recital-Hall-Volume-Seventeen,"[<Track '1' 'Hello Young Lovers'>, <Track '2' 'Tribute To The Ticklers'>, <Track '3' 'My One And Only Love'>, <Track '4' 'European Episode'>, <Track '' ""Collage Of Thelonious Monk: 'Round Midnight - Friday The Thirteenth - Ruby My Dear"">, <Track '5.1' ""'Round Midnight"">, <Track '5.2' 'Friday The Thirteenth'>, <Track '5.3' 'Ruby My Dear'>, <Track '6' 'Dedication To Art Blakey, Walter Davis, Leonard Bernstein And Aaron Copeland'>, <Track '7' 'Family Suite'>]"
229,"('Horace Parlan', 'Musically Yours')",2610259,Musically Yours,1980,https://www.discogs.com/release/2610259-Horace-Parlan-Musically-Yours,"[<Track 'A1' 'Alone Together'>, <Track 'A2' 'Memories Of You'>, <Track 'A3' 'Musically Yours'>, <Track 'B1' 'Ill Wind'>, <Track 'B2' 'Lullaby Of The Leaves'>, <Track 'B3' 'Ruby My Dear'>]"
230,"('Michel Legrand', 'Michel Legrand by Michel Legrand')",1502465,Michel Legrand By Michel Legrand,2002,https://www.discogs.com/master/1502465-Michel-Legrand-Michel-Legrand-By-Michel-Legrand,"[<Track '1' 'I Will Wait For You / Je Ne Pourrai Jamais Vivre Sans Toi '>, <Track '2' 'The Windmills Of Your Mind / Les Moulins De Mon Cœur '>, <Track '3' ""The Summer Knows / L'Été"">, <Track '4' 'How Do You Keep The Music Playing?'>, <Track '5' 'Watch What Happens '>, <Track '6' 'What Are You Doing The Rest Of Your Life? '>, <Track '7' 'His Eyes, Her Eyes '>, <Track '8' 'The Hands Of Time '>, <Track '9' 'Ordinary Man / Un Homme Ordinaire'>, <Track '10' 'Summer Me, Winter Me'>, <Track '11' 'You Must Believe In Spring / La Chanson De Maxence '>, <Track '12' 'Once Upon A Summertime / La Valse Des Lilas'>, <Track '13' ""L'Amour Fantôme "">, <Track '' 'Yentl Medley'>]"
231,"('Mary Lou Williams', 'Piano Solos')",8417977,Piano Solos,1946,https://www.discogs.com/release/8417977-Mary-Lou-Williams-Piano-Solos,"[<Track 'A' 'How High The Moon'>, <Track 'B' 'Cloudy'>, <Track 'C' 'Blue Skies'>, <Track 'D' 'The Man I Love'>, <Track 'E' 'These Foolish Things Remind Me Of You'>, <Track 'F' 'Lonely Moments'>]"
232,"('Teddy Wilson', ""Marian McPartland's Piano Jazz Radio Broadcast"")",13399550,Piano Jazz With Guest Teddy Wilson,1993,https://www.discogs.com/release/13399550-Marian-McPartland-Piano-Jazz-With-Guest-Teddy-Wilson,"[<Track '1' ""Stompin' At The Savoy"">, <Track '2' 'Conversation'>, <Track '3' 'Medley'>, <Track '4' 'Conversation'>, <Track '5' ""I'll Remember April"">, <Track '6' 'Conversation'>, <Track '7' 'Medley'>, <Track '8' 'Conversation'>, <Track '9' ""Marian's Motif"">, <Track '10' 'Conversation'>, <Track '11' 'Traumerie'>, <Track '12' 'Conversation'>, <Track '13' 'Moon Glow'>, <Track '14' 'Conversation'>, <Track '15' 'Flying Home'>, <Track '16' 'Conversation'>]"
233,"('Red Garland', 'Red Alone')",11583456,Red Alone,2004,https://www.discogs.com/release/11583456-Red-Garland-Red-Alone,"[<Track '1' 'When Your Lover Has Gone'>, <Track '2' 'These Foolish Things'>, <Track '3' 'My Last Affair'>, <Track '4' 'You Are Too Beautiful'>, <Track '5' ""I've Got It Bad (And That Ain't Good)"">, <Track '6' 'The Nearness Of You'>, <Track '7' 'Nancy (With The Laughing Face)'>, <Track '8' 'When I Fall In Love'>]"
234,"('Ray Bryant', 'Somewhere in France')",1549370,Somewhere In France,2000,https://www.discogs.com/master/1549370-Ray-Bryant-Somewhere-In-France,"[<Track '1' 'Take The ""A"" Train'>, <Track '2' 'Blues In G/Willow Weep For Me'>, <Track '3' 'Con Alma'>, <Track '4' 'Slow Freight'>, <Track '5' 'Jungletown Jubilee'>, <Track '6' 'Django'>, <Track '7' 'After Hours'>, <Track '8' 'When I Look In Your Eyes'>, <Track '9' 'Good Morning Heartache'>, <Track '10' 'In The Back Room'>, <Track '11' 'If I Can Just Make It Into Heaven'>, <Track '12' 'St. Louis Blues'>, <Track '13' ""Until It's Time For You To Go"">]"
235,"('Tete Montoliu', 'The Music I Like To Play - Vol.2')",896911,The Music I Like To Play - Vol. 2,1989,https://www.discogs.com/master/896911-Tete-Montoliu-The-Music-I-Like-To-Play-Vol-2,"[<Track '1' 'Oleo'>, <Track '2' ""Don't Blame Me"">, <Track '3' 'All Of You'>, <Track '4' 'Cherokee'>, <Track '5' ""PArker's Mood"">, <Track '6' 'Softly As In A Morning Sunrise'>, <Track '7' 'You Go To My Head'>, <Track '8' 'Blues for Nuria'>, <Track '9' 'A Child Is Born'>]"
236,"('Monty Alexander', 'Solo')",416258,Solo,1980,https://www.discogs.com/master/416258-Monty-Alexander-Solo,"[<Track 'A1' 'Song For Susan'>, <Track 'A2' 'Mango Song'>, <Track 'A3' 'My One And Only Love'>, <Track 'A4' 'Tricotism'>, <Track 'A5' 'Mona Lisa'>, <Track 'B1' 'Untitled'>, <Track 'B2' ""Lloyd's Tone"">, <Track 'B3' 'Cavatina (Theme From »Deer Hunter«)'>, <Track 'B4' 'Too Marvellous'>, <Track 'B5' 'Yellow Bird'>]"
237,"('Kenny Barron', 'Sunset To Dawn')",336538,Sunset To Dawn,1973,https://www.discogs.com/master/336538-Kenny-Barron-Sunset-To-Dawn,"[<Track 'A1' 'Sunset'>, <Track 'A2' 'A Flower'>, <Track 'A3' 'Swamp Demon'>, <Track 'B1' 'Al-Kifha'>, <Track 'B2' 'Delores Street, S.F.'>, <Track 'B3' 'Dawn'>]"
238,"('Abdullah Ibrahim', 'Dream Time')",1773390,Dream Time,2019,https://www.discogs.com/master/1773390-Abdullah-Ibrahim-Dream-Time,"[<Track '1' 'Trieste My Love'>, <Track '2' 'Genesis'>, <Track '3' 'For Coltrane'>, <Track '4' 'Blue Bolero'>, <Track '5' 'Nisa'>, <Track '6' 'Blue Bolero'>, <Track '7' 'Capetown District Six'>, <Track '8' 'Sotho Blue'>, <Track '9' 'Machopi'>, <Track '10' 'Whoza Mtwana'>, <Track '11' 'Blues For A Hip King'>, <Track '12' 'Dream Time'>, <Track '13' 'In The Evening'>, <Track '14' 'Song For Lawrence Brown'>, <Track '15' 'Blue Bolero'>, <Track '16' 'Dedication To Duke Ellington'>, <Track '17' 'The Balance'>, <Track '18' 'Aspen'>, <Track '19' 'Did You Hear That Sound'>, <Track '20' 'Blue Bolero'>]"
239,"('Beegie Adair', 'By Myself')",17929666,By Myself (Songs Of Lost Love),2020,https://www.discogs.com/release/17929666-Beegie-Adair-By-Myself-Songs-Of-Lost-Love,"[<Track '1' 'By Myself'>, <Track '2' ""You've Changed"">, <Track '3' ""I Don't Stand A Ghost Of A Chance With You"">, <Track '4' 'But Not For Me'>, <Track '5' 'The Night We Called It A Day'>, <Track '6' 'The End Of A Love Affair'>, <Track '7' ""Don't Blame Me"">, <Track '8' ""I'm Gonna Laugh You Right Out Of My Life"">, <Track '9' ""Can't We Be Friends"">, <Track '10' ""I'm A Fool To Want You"">, <Track '11' 'Spring Can Really Hang You Up The Most'>, <Track '12' 'Last Night When We Were Young'>, <Track '13' 'Goodbye'>]"
240,"('Dick Hyman', 'In Recital (Live)')",10426459,In Recital At the Maestro Foundation,1998,https://www.discogs.com/release/10426459-Dick-Hyman-In-Recital-At-the-Maestro-Foundation,"[<Track '1' 'The Way You Look Tonight'>, <Track '2' 'Lost In The Stars'>, <Track '3' 'Just You, Just Me'>, <Track '4' 'Tea For Two'>, <Track '5' 'Odeon'>, <Track '6' 'The Song Is You'>, <Track '7' 'Lover'>, <Track '8' 'Thinking About Bix'>, <Track '9' 'Shenandoah'>, <Track '10' 'All The Things You Are'>, <Track '11' 'Carolina Shout'>]"
241,"('Art Tatum', 'The Art Tatum Solo Masterpieces, Vol. 4')",2076329,The Art Tatum Solo Masterpieces Volume Four,1992,https://www.discogs.com/release/2076329-Art-Tatum-The-Art-Tatum-Solo-Masterpieces-Volume-Four,"[<Track '1' ""Aunt Hagar's Blues"">, <Track '2' ""Isn't This A Lovely Day"">, <Track '3' 'Ill Wind'>, <Track '4' ""I've Got The World On A String"">, <Track '5' 'Stardust'>, <Track '6' 'The Man I Love'>, <Track '7' ""What's New"">, <Track '8' ""They Can't Take That Away From Me"">, <Track '9' 'I Only Have Eyes For You'>, <Track '10' ""If You Hadn't Gone Away"">, <Track '11' 'Without A Song'>, <Track '12' ""I Hadn't Anyone Till You"">, <Track '13' 'Mean To Me'>, <Track '14' ""You're Mine You"">, <Track '15' ""I'll See You Again"">]"
242,"('Art Tatum', 'The Art Tatum Solo Masterpieces, Volume 1')",965688,"The Art Tatum Solo Masterpieces, Volume One",1992,https://www.discogs.com/master/965688-Art-Tatum-The-Art-Tatum-Solo-Masterpieces-Volume-One,"[<Track '1' 'Moonglow'>, <Track '2' 'Love For Sale'>, <Track '3' 'Body And Soul'>, <Track '4' ""Just A-Sittin' And A-Rockin'"">, <Track '5' ""It's Only A Paper Moon"">, <Track '6' 'Have You Met Miss Jones'>, <Track '7' 'Stay As Sweet As You Are'>, <Track '8' 'My Last Affair'>, <Track '9' 'Willow Weep For Me'>, <Track '10' 'Too Marvellous For Words'>, <Track '11' 'You Took Advantage Of Me'>, <Track '12' 'Sophisticated Lady'>, <Track '13' ""I'm In The Mood For Love"">, <Track '14' 'Everything I Have Is Yours'>, <Track '15' 'Blue Lou'>, <Track '16' 'Embraceable You'>]"
243,"('Dave McKenna', 'Easy Street')",1734429,Easy Street,1995,https://www.discogs.com/master/1734429-Dave-McKenna-Easy-Street,"[<Track '1' 'Broadway'>, <Track '2' 'Basin Street Blues'>, <Track '3' 'Street Of Dreams'>, <Track '4' ""Don't Forget 127th Street"">, <Track '5' 'Easy Street'>, <Track '6' 'On Green Dolphin Street'>, <Track '7' 'On The Street Where You Live'>, <Track '8' ""Cat's Cradle"">, <Track '9' ""My Honey's Loving Arms"">, <Track '10' 'When Your Lover Has Gone'>, <Track '11' ""Now That You're Gone"">, <Track '12' ""After You've Gone"">, <Track '13' 'Gone With The Wind'>, <Track '14' 'Theodore The Thumper'>]"
244,"('Donald Brown', 'Piano Short Stories')",13836203,Piano Short Stories,1995,https://www.discogs.com/release/13836203-Donald-Brown-Piano-Short-Stories,"[<Track '1' 'I Didn´t Know What Time It Was'>, <Track '2' 'For Pops'>, <Track '3' 'On Green Dolphin Street'>, <Track '4' 'I Am Through With Love'>, <Track '5' 'In Walked Toot'>, <Track '6' 'Dolphin Dance'>, <Track '7' 'I Mean You'>, <Track '8' 'Give Me The Simple Life'>, <Track '9' 'Black Narcissus'>, <Track '10' 'Self Portrait'>, <Track '11' 'Clermont By Night '>, <Track '12' 'Take The ""A"" Train'>, <Track '13' 'Philippe´s Stomp '>]"
245,"('Hiromi', 'Spectrum')",15501046,Spectrum,2019,https://www.discogs.com/release/15501046-Hiromi-Spectrum,"[<Track '1' 'Kaleidoscope'>, <Track '2' 'Whiteout'>, <Track '3' 'Yellow Wurlitzer Blues'>, <Track '4' 'Spectrum'>, <Track '5' 'Blackbird'>, <Track '6' 'MR. C.C.'>, <Track '7' 'Once In A Blue Moon'>, <Track '8' 'Rhapsody In Various Shades Of Blue'>, <Track '9' 'Sepia Effect'>]"
246,"('Andy Laverne', 'In The Mood For A Classic')",15455506,Plays Bud Powell: In The Mood For A Classic,1994,https://www.discogs.com/release/15455506-Andy-Laverne-Plays-Bud-Powell-In-The-Mood-For-A-Classic,"[<Track '1' 'Bud Powell'>, <Track '2' 'Celia'>, <Track '3' 'Un Poco Loco'>, <Track '4' 'The Fruit'>, <Track '5' 'Strictly Confidential'>, <Track '6' 'Dance Of The Infidels'>, <Track '7' 'Wail'>, <Track '8' 'Oblivion'>, <Track '9' 'So Sorry Please'>, <Track '10' 'Hallucinations'>, <Track '11' 'Glass Enclosure'>, <Track '12' ""I'll Keep Loving You"">, <Track '13' 'Parisian Thoroughfare'>, <Track '14' 'In The Mood For A Classic'>, <Track '15' 'Bouncing With Bud'>, <Track '16' ""Bud's Bubble"">, <Track '17' 'Dusk In Sandi'>, <Track '18' 'Tempus Fugit'>, <Track '19' 'In Walked Bud'>]"
247,"('Don Friedman', 'The Maybeck Recital Series, Vol. 33')",4793106,At Maybeck,1994,https://www.discogs.com/release/4793106-Don-Friedman-At-Maybeck,"[<Track '1' 'In Your Own Sweet Way'>, <Track '2' 'Alone Together'>, <Track '3' 'Prelude To A Kiss'>, <Track '4' 'I Hear A Rhapsody'>, <Track '5' 'Invitation'>, <Track '6' 'Memory For Scotty'>, <Track '7' 'I Concentrate On You'>, <Track '8' 'How Deep Is The Ocean?'>, <Track '9' ""Sea's Breeze"">]"
248,"('Randy Weston', 'Ancient FutureBlue')",2548077,Ancient Future / Blue,2002,https://www.discogs.com/release/2548077-Randy-Weston-Ancient-Future-Blue,"[<Track '' 'Ancient Future'>, <Track '1-1' 'Ancient Future'>, <Track '1-2' 'Roots Of The Nile'>, <Track '1-3' 'Kom Ombo'>, <Track '1-4' 'Bambara'>, <Track '1-5' 'Portrait Of Oum Keltoum'>, <Track '1-6' 'Ballad For T.'>, <Track '1-7' 'Isis'>, <Track '1-8' 'Blues For CB'>, <Track '1-9' 'PCN'>, <Track '1-10' ""It Don't Mean A Thing"">, <Track '1-11' 'Body And Soul'>, <Track '1-12' 'Double Duke Pt. 1'>, <Track '1-13' 'Out Of The Past'>, <Track '1-14' 'Double Duke Pt. 2'>, <Track '1-15' 'Come Sunday'>, <Track '1-16' 'Sketch Of Melba'>, <Track '' 'Blue'>, <Track '2-1' 'Penny Packer Blues'>, <Track '2-2' 'Earth Birth'>, <Track '2-3' 'The Last Day'>, <Track '2-4' 'Lagos'>, <Track '2-5' 'Blue In Tunisia'>, <Track '2-6' 'Mystery Of Love'>, <Track '2-7' 'Ellington Tusk'>]"
249,"('Bill Cunliffe', 'Playground Swing')",,,,,
250,"('Duke Jordan', 'In Copenhagen')",13240342,In Copenhagen,2009,https://www.discogs.com/release/13240342-Duke-Jordan-In-Copenhagen,"[<Track '1' 'No Problem'>, <Track '2' ""They Can't Take That Away From Me"">, <Track '3' 'Lush Life'>, <Track '4' 'Everything Happens To Me'>, <Track '5' 'All The Things You Are'>, <Track '6' 'The Way You Look Tonight'>, <Track '7' 'Jor-Du'>, <Track '8' 'Tea For Two / Star Dust'>, <Track '9' 'Yesterdays'>, <Track '10' 'Flight To Jordan'>, <Track '11' 'Misty'>, <Track '12' ""It's Only A Paper Moon"">, <Track '13' ""Don't Blame Me"">, <Track '14' 'Parisian Hop'>, <Track '15' 'Two Loves'>, <Track '16' 'Night Walk'>, <Track '17' 'How Deep Is The Ocean'>, <Track '18' 'Three Little Words'>]"
251,"('Erroll Garner', 'Soliloquy')",775581,Soliloquy,1958,https://www.discogs.com/master/775581-Erroll-Garner-Soliloquy,"[<Track 'A1' ""You'd Be So Nice To Come Home To"">, <Track 'A2' 'No More Time'>, <Track 'A3' 'I Surrender, Dear'>, <Track 'B1' 'If I Had You'>, <Track 'B2' ""Don't Take Your Love From Me"">, <Track 'B3' 'Soliloquy'>]"
252,"('Ramsey Lewis', 'Oscar, With Love -  The Songs of Oscar Peterson')",14865300,"Oscar, With Love",2020,https://www.discogs.com/release/14865300-Various-Oscar-With-Love,"[<Track 'A1' 'The Contessa'>, <Track 'A2' 'Blues For Smedley'>, <Track 'A3' 'Céline‘s Waltz'>, <Track 'A4' 'A Little Jazz Exercise'>, <Track 'B1' 'Bossa Beguine'>, <Track 'B2' 'Cool Walk'>, <Track 'B3' 'Dream Of Me'>, <Track 'C1' 'Sushi'>, <Track 'C2' 'Ballad For Benny Carter'>, <Track 'C3' 'On Danish Shore'>, <Track 'D1' 'If I Love Again'>, <Track 'D2' 'Tranquille'>, <Track 'D3' 'Wheatland'>, <Track 'D4' 'Take Me Home'>, <Track 'E1' 'If You Only Knew Me'>, <Track 'E2' 'Love Ballade'>, <Track 'E3' 'The Gentle Waltz'>, <Track 'F1' 'Announcement'>, <Track 'F2' 'Laurentide Waltz'>, <Track 'F3' 'Harcourt Nights'>, <Track 'G1' 'Summertime'>, <Track 'G2' 'Why Think About Tomorrow?'>, <Track 'G3' 'Morning'>, <Track 'H1' 'Dear Oscar'>, <Track 'H2' 'I Remember OP'>, <Track 'H3' 'Sir Lancewell'>, <Track 'H4' 'Trust'>, <Track 'I1' 'One For Oscar'>, <Track 'I2' 'The Smudge'>, <Track 'I3' 'OP‘s Boogie'>, <Track 'I4' 'Oscar‘s New Camera'>, <Track 'J1' 'Emmanuel'>, <Track 'J2' 'Look What You‘ve Done To Me'>, <Track 'J3' 'Goodbye Old Friend'>, <Track 'J4' 'Hymn To Freedom'>, <Track 'J5' 'When Summer Comes'>]"
253,"('John Hicks', 'Hicks Time')",11911897,Hicks Time: Solo Piano,1998,https://www.discogs.com/release/11911897-John-Hicks-Hicks-Time-Solo-Piano,"[<Track '1' ""Naima's Love Song [Naimi's Love Song]"">, <Track '2' 'Peanut Butter'>, <Track '3' ""Hick's Time"">, <Track '4' 'April Eyes'>, <Track '5' ""Redd's Blues"">, <Track '6' 'Reminds Me'>, <Track '7' 'Jest A Little'>, <Track '8' 'Two Heartbeats'>, <Track '9' 'Heart To Heart'>, <Track '10' 'Steadfast'>, <Track '11' 'After The Morning'>]"
254,"('Kenny Barron', 'Oscar, With Love -  The Songs of Oscar Peterson')",14865300,"Oscar, With Love",2020,https://www.discogs.com/release/14865300-Various-Oscar-With-Love,"[<Track 'A1' 'The Contessa'>, <Track 'A2' 'Blues For Smedley'>, <Track 'A3' 'Céline‘s Waltz'>, <Track 'A4' 'A Little Jazz Exercise'>, <Track 'B1' 'Bossa Beguine'>, <Track 'B2' 'Cool Walk'>, <Track 'B3' 'Dream Of Me'>, <Track 'C1' 'Sushi'>, <Track 'C2' 'Ballad For Benny Carter'>, <Track 'C3' 'On Danish Shore'>, <Track 'D1' 'If I Love Again'>, <Track 'D2' 'Tranquille'>, <Track 'D3' 'Wheatland'>, <Track 'D4' 'Take Me Home'>, <Track 'E1' 'If You Only Knew Me'>, <Track 'E2' 'Love Ballade'>, <Track 'E3' 'The Gentle Waltz'>, <Track 'F1' 'Announcement'>, <Track 'F2' 'Laurentide Waltz'>, <Track 'F3' 'Harcourt Nights'>, <Track 'G1' 'Summertime'>, <Track 'G2' 'Why Think About Tomorrow?'>, <Track 'G3' 'Morning'>, <Track 'H1' 'Dear Oscar'>, <Track 'H2' 'I Remember OP'>, <Track 'H3' 'Sir Lancewell'>, <Track 'H4' 'Trust'>, <Track 'I1' 'One For Oscar'>, <Track 'I2' 'The Smudge'>, <Track 'I3' 'OP‘s Boogie'>, <Track 'I4' 'Oscar‘s New Camera'>, <Track 'J1' 'Emmanuel'>, <Track 'J2' 'Look What You‘ve Done To Me'>, <Track 'J3' 'Goodbye Old Friend'>, <Track 'J4' 'Hymn To Freedom'>, <Track 'J5' 'When Summer Comes'>]"
255,"('Toshiko Akiyoshi', 'The Maybeck Recital Series, Vol. 36')",8631570,At Maybeck,1995,https://www.discogs.com/release/8631570-Toshiko-Akiyoshi-At-Maybeck,"[<Track '1' 'The Village'>, <Track '2' 'Come Sunday'>, <Track '3' 'Con Alma'>, <Track '4' 'Polka Dots And Moonbeams'>, <Track '5' 'It Was A Very Good Year'>, <Track '6' 'The Things We Did Last Summer'>, <Track '7' 'Old Devil Moon'>, <Track '8' 'Sophisticated Lady'>, <Track '9' 'Quadrille, Anyone?'>, <Track '10' 'Tempus Fugit'>]"
256,"('Dick Hyman', 'Solo At The Sacramento Jazz Festivals 1983-1988')",11529862,"Solo At The Sacramento Jazz Festivals, 1983-1988",2017,https://www.discogs.com/release/11529862-Dick-Hyman-Solo-At-The-Sacramento-Jazz-Festivals-1983-1988,"[<Track '1' ""S'Wonderful"">, <Track '2' 'Jingles'>, <Track '3' 'Stella By Starlight'>, <Track '4' 'Jazz Me Blues'>, <Track '5' ""Pilgrim's Chorus"">, <Track '6' 'Vituoso Rag'>, <Track '7' 'Eccentricity'>, <Track '8' 'Carolina Balmoral'>, <Track '9' 'Sophisticated Lady'>, <Track '10' 'Pep'>, <Track '11' 'Jitterbug Waltz'>, <Track '12' 'How High The Moon'>, <Track '13' 'Gulf Coast Blues'>, <Track '14' ""Ain't Misbehavin'"">, <Track '15' ""Let Every Day Be Sweetheart's Day"">, <Track '16' 'All The Things You Are '>]"
257,"('Gene Harris', 'The Maybeck Recital Series, Vol. 23')",3964806,At Maybeck,1993,https://www.discogs.com/release/3964806-Gene-Harris-At-Maybeck,"[<Track '1' ""Lu's Blues"">, <Track '2' 'Penthouse Serenade'>, <Track '3' 'Old Folks'>, <Track '4' 'In The Wee Small Hours Of The Morning'>, <Track '5' 'Elephant Blossom Blues'>, <Track '6' 'My Funny Valentine'>, <Track '7' ""They Can't Take Take Away From Me"">, <Track '8' 'Blues For Rhonda'>, <Track '9' 'Angel Eyes'>, <Track '10' ""Errol's Theme"">]"
258,"('Kenny Drew', 'SoloDuo')",1717009,Solo-Duo,1996,https://www.discogs.com/master/1717009-Kenny-Drew-Solo-Duo,"[<Track '1' 'Everything I Love'>, <Track '2' 'Ode To Mariann'>, <Track '3' 'Willow Weep For Me'>, <Track '4' ""Swingin' Till The Girls Come Home"">, <Track '5' 'Yesterdays'>, <Track '6' 'Blues For Nils'>, <Track '7' 'A Simple Need'>, <Track '8' 'Whisper Not'>, <Track '9' 'Blues For Nils'>, <Track '10' ""There's No Greater Love"">, <Track '11' 'Ack Varmeland Du Skona'>, <Track '12' 'Bluesology'>]"
